solution,guesses,feedback
yikes,"['laced', 'outer', 'wheee', 'gyves', 'sheen', 'piney']","[['absent', 'absent', 'absent', 'correct', 'absent'], ['absent', 'absent', 'absent', 'correct', 'absent'], ['absent', 'absent', 'absent', 'correct', 'absent'], ['absent', 'present', 'absent', 'correct', 'correct'], ['present', 'absent', 'absent', 'correct', 'absent'], ['absent', 'correct', 'absent', 'correct', 'present']]"
swain,"['cords', 'spent', 'slain', 'swain']","[['absent', 'absent', 'absent', 'absent', 'present'], ['correct', 'absent', 'absent', 'present', 'absent'], ['correct', 'absent', 'correct', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
whats,"['mumbo', 'sniff', 'glass', 'gears', 'testy', 'vapes']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['present', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'correct', 'absent', 'correct'], ['absent', 'absent', 'correct', 'absent', 'correct'], ['absent', 'absent', 'present', 'correct', 'absent'], ['absent', 'present', 'absent', 'absent', 'correct']]"
tiler,"['kayos', 'hewer', 'mulct', 'embed', 'mimer', 'whizz']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'correct', 'correct'], ['absent', 'absent', 'correct', 'absent', 'present'], ['absent', 'absent', 'absent', 'correct', 'absent'], ['absent', 'correct', 'absent', 'correct', 'correct'], ['absent', 'absent', 'present', 'absent', 'absent']]"
fists,"['wound', 'campy', 'hiver', 'fists']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'correct', 'absent', 'absent', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
mufti,"['gusto', 'butte', 'tufty', 'nutty', 'runty', 'purty']","[['absent', 'correct', 'absent', 'correct', 'absent'], ['absent', 'correct', 'absent', 'correct', 'absent'], ['absent', 'correct', 'correct', 'correct', 'absent'], ['absent', 'correct', 'absent', 'correct', 'absent'], ['absent', 'correct', 'absent', 'correct', 'absent'], ['absent', 'correct', 'absent', 'correct', 'absent']]"
fauns,"['caned', 'basin', 'fawns', 'fauns']","[['absent', 'correct', 'present', 'absent', 'absent'], ['absent', 'correct', 'present', 'absent', 'present'], ['correct', 'correct', 'absent', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
downs,"['spiel', 'mushy', 'woofs', 'fatso', 'brads', 'arras']","[['present', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'present', 'absent', 'absent'], ['present', 'correct', 'absent', 'absent', 'correct'], ['absent', 'absent', 'absent', 'present', 'present'], ['absent', 'absent', 'absent', 'present', 'correct'], ['absent', 'absent', 'absent', 'absent', 'correct']]"
dweeb,"['orlon', 'damps', 'debug', 'dweeb']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['correct', 'absent', 'absent', 'absent', 'absent'], ['correct', 'present', 'present', 'absent', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
honer,"['those', 'holey', 'honed', 'honer']","[['absent', 'present', 'present', 'absent', 'present'], ['correct', 'correct', 'absent', 'correct', 'absent'], ['correct', 'correct', 'correct', 'correct', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
frond,"['lilts', 'waker', 'grody', 'droop', 'brood', 'proud']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'absent', 'present'], ['absent', 'correct', 'correct', 'present', 'absent'], ['present', 'correct', 'correct', 'absent', 'absent'], ['absent', 'correct', 'correct', 'absent', 'correct'], ['absent', 'correct', 'correct', 'absent', 'correct']]"
child,"['mists', 'crick', 'iliac', 'relic', 'quick', 'click']","[['absent', 'present', 'absent', 'absent', 'absent'], ['correct', 'absent', 'correct', 'absent', 'absent'], ['absent', 'present', 'correct', 'absent', 'present'], ['absent', 'absent', 'present', 'present', 'present'], ['absent', 'absent', 'correct', 'present', 'absent'], ['correct', 'present', 'correct', 'absent', 'absent']]"
angle,"['sands', 'infra', 'knave', 'angle']","[['absent', 'present', 'present', 'absent', 'absent'], ['absent', 'correct', 'absent', 'absent', 'present'], ['absent', 'correct', 'present', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
trice,"['croak', 'eruct', 'trice']","[['present', 'correct', 'absent', 'absent', 'absent'], ['present', 'correct', 'absent', 'correct', 'present'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
bathe,"['wonky', 'calms', 'badge', 'bathe']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'correct', 'absent', 'absent', 'absent'], ['correct', 'correct', 'absent', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
leach,"['razer', 'media', 'leaky', 'leafs', 'leave', 'leapt']","[['absent', 'present', 'absent', 'present', 'absent'], ['absent', 'correct', 'absent', 'absent', 'present'], ['correct', 'correct', 'correct', 'absent', 'absent'], ['correct', 'correct', 'correct', 'absent', 'absent'], ['correct', 'correct', 'correct', 'absent', 'absent'], ['correct', 'correct', 'correct', 'absent', 'absent']]"
state,"['epact', 'death', 'agate', 'irate', 'abate', 'orate']","[['present', 'absent', 'correct', 'absent', 'present'], ['absent', 'present', 'correct', 'correct', 'absent'], ['absent', 'absent', 'correct', 'correct', 'correct'], ['absent', 'absent', 'correct', 'correct', 'correct'], ['absent', 'absent', 'correct', 'correct', 'correct'], ['absent', 'absent', 'correct', 'correct', 'correct']]"
ivied,"['heros', 'laden', 'tweed', 'dicey', 'fuzed', 'biked']","[['absent', 'present', 'absent', 'absent', 'absent'], ['absent', 'absent', 'present', 'correct', 'absent'], ['absent', 'absent', 'absent', 'correct', 'correct'], ['present', 'present', 'absent', 'correct', 'absent'], ['absent', 'absent', 'absent', 'correct', 'correct'], ['absent', 'present', 'absent', 'correct', 'correct']]"
degas,"['thees', 'frown', 'fitly', 'filer', 'bawdy', 'whizz']","[['absent', 'absent', 'present', 'absent', 'correct'], ['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'present', 'absent'], ['absent', 'present', 'absent', 'present', 'absent'], ['absent', 'absent', 'absent', 'absent', 'absent']]"
among,"['entry', 'nodal', 'mango', 'among']","[['absent', 'present', 'absent', 'absent', 'absent'], ['present', 'present', 'absent', 'present', 'absent'], ['present', 'present', 'present', 'present', 'present'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
poker,"['march', 'outer', 'power', 'poler', 'poser', 'poker']","[['absent', 'absent', 'present', 'absent', 'absent'], ['present', 'absent', 'absent', 'correct', 'correct'], ['correct', 'correct', 'absent', 'correct', 'correct'], ['correct', 'correct', 'absent', 'correct', 'correct'], ['correct', 'correct', 'absent', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
evoke,"['weave', 'voile', 'evoke']","[['absent', 'present', 'absent', 'present', 'correct'], ['present', 'present', 'absent', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
geese,"['chair', 'event', 'fuels', 'geese']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['present', 'absent', 'correct', 'absent', 'absent'], ['absent', 'absent', 'correct', 'absent', 'present'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
tomes,"['tonic', 'toady', 'tolls', 'torts', 'tours', 'topes']","[['correct', 'correct', 'absent', 'absent', 'absent'], ['correct', 'correct', 'absent', 'absent', 'absent'], ['correct', 'correct', 'absent', 'absent', 'correct'], ['correct', 'correct', 'absent', 'absent', 'correct'], ['correct', 'correct', 'absent', 'absent', 'correct'], ['correct', 'correct', 'absent', 'correct', 'correct']]"
login,"['toyed', 'colic', 'louis', 'login']","[['absent', 'correct', 'absent', 'absent', 'absent'], ['absent', 'correct', 'present', 'correct', 'absent'], ['correct', 'correct', 'absent', 'correct', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
helix,"['embed', 'frown', 'shyer', 'suety', 'bawdy', 'goeth']","[['present', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'present', 'absent', 'present', 'absent'], ['absent', 'absent', 'present', 'absent', 'absent'], ['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'present', 'absent', 'present']]"
super,"['redux', 'muter', 'cuber', 'huger', 'super']","[['present', 'present', 'absent', 'present', 'absent'], ['absent', 'correct', 'absent', 'correct', 'correct'], ['absent', 'correct', 'absent', 'correct', 'correct'], ['absent', 'correct', 'absent', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
civvy,"['thrum', 'ocean', 'civvy']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'present', 'absent', 'absent', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
debit,"['dungs', 'drake', 'dovey', 'dieth', 'debit']","[['correct', 'absent', 'absent', 'absent', 'absent'], ['correct', 'absent', 'absent', 'absent', 'present'], ['correct', 'absent', 'absent', 'present', 'absent'], ['correct', 'present', 'present', 'present', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
melon,"['reads', 'mezzo', 'melon']","[['absent', 'correct', 'absent', 'absent', 'absent'], ['correct', 'correct', 'absent', 'absent', 'present'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
mills,"['swede', 'pangs', 'cysts', 'forks', 'cloys', 'moths']","[['present', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'absent', 'correct'], ['absent', 'absent', 'absent', 'absent', 'correct'], ['absent', 'absent', 'absent', 'absent', 'correct'], ['absent', 'present', 'absent', 'absent', 'correct'], ['correct', 'absent', 'absent', 'absent', 'correct']]"
saver,"['ivory', 'sever', 'never', 'raven', 'verbs', 'waver']","[['absent', 'present', 'absent', 'present', 'absent'], ['correct', 'absent', 'correct', 'correct', 'correct'], ['absent', 'absent', 'correct', 'correct', 'correct'], ['present', 'correct', 'correct', 'correct', 'absent'], ['present', 'present', 'present', 'absent', 'present'], ['absent', 'correct', 'correct', 'correct', 'correct']]"
jaded,"['scale', 'gated', 'rayed', 'vaned', 'waxed', 'fazed']","[['absent', 'absent', 'present', 'absent', 'present'], ['absent', 'correct', 'absent', 'correct', 'correct'], ['absent', 'correct', 'absent', 'correct', 'correct'], ['absent', 'correct', 'absent', 'correct', 'correct'], ['absent', 'correct', 'absent', 'correct', 'correct'], ['absent', 'correct', 'absent', 'correct', 'correct']]"
seals,"['poked', 'faery', 'shave', 'seats', 'seams', 'seals']","[['absent', 'absent', 'absent', 'present', 'absent'], ['absent', 'present', 'present', 'absent', 'absent'], ['correct', 'absent', 'correct', 'absent', 'present'], ['correct', 'correct', 'correct', 'absent', 'correct'], ['correct', 'correct', 'correct', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
sties,"['irons', 'licks', 'semis', 'sties']","[['present', 'absent', 'absent', 'absent', 'correct'], ['absent', 'present', 'absent', 'absent', 'correct'], ['correct', 'present', 'absent', 'present', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
aging,"['byres', 'natch', 'flank', 'aping', 'aging']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['present', 'present', 'absent', 'absent', 'absent'], ['absent', 'absent', 'present', 'correct', 'absent'], ['correct', 'absent', 'correct', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
spoil,"['urban', 'yikes', 'shoji', 'stoic', 'spoil']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'present', 'absent', 'absent', 'present'], ['correct', 'absent', 'correct', 'absent', 'present'], ['correct', 'absent', 'correct', 'correct', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
piano,"['sends', 'frown', 'joint', 'piano']","[['absent', 'absent', 'present', 'absent', 'absent'], ['absent', 'absent', 'present', 'absent', 'present'], ['absent', 'present', 'present', 'correct', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
mecca,"['yucky', 'macaw', 'races', 'dicer', 'cacao', 'focal']","[['absent', 'absent', 'correct', 'absent', 'absent'], ['correct', 'present', 'correct', 'absent', 'absent'], ['absent', 'present', 'correct', 'present', 'absent'], ['absent', 'absent', 'correct', 'present', 'absent'], ['present', 'present', 'correct', 'absent', 'absent'], ['absent', 'absent', 'correct', 'present', 'absent']]"
genie,"['swash', 'firer', 'legit', 'genie']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'present', 'absent', 'present', 'absent'], ['absent', 'correct', 'present', 'correct', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
paste,"['breed', 'playa', 'fated', 'reeks', 'waltz', 'pulse']","[['absent', 'absent', 'present', 'absent', 'absent'], ['correct', 'absent', 'present', 'absent', 'absent'], ['absent', 'correct', 'present', 'present', 'absent'], ['absent', 'present', 'absent', 'absent', 'present'], ['absent', 'correct', 'absent', 'correct', 'absent'], ['correct', 'absent', 'absent', 'present', 'correct']]"
inept,"['stele', 'outer', 'runts', 'unwed', 'break', 'crams']","[['absent', 'present', 'correct', 'absent', 'absent'], ['absent', 'absent', 'present', 'present', 'absent'], ['absent', 'absent', 'present', 'present', 'absent'], ['absent', 'correct', 'absent', 'present', 'absent'], ['absent', 'absent', 'correct', 'absent', 'absent'], ['absent', 'absent', 'absent', 'absent', 'absent']]"
quids,"['remap', 'whoso', 'scull', 'jujus', 'dungs', 'quits']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'present', 'absent'], ['present', 'absent', 'present', 'absent', 'absent'], ['absent', 'correct', 'absent', 'absent', 'correct'], ['present', 'correct', 'absent', 'absent', 'correct'], ['correct', 'correct', 'correct', 'absent', 'correct']]"
snipe,"['tinny', 'outer', 'wrung', 'tamer', 'doggo', 'pixel']","[['absent', 'present', 'present', 'absent', 'absent'], ['absent', 'absent', 'absent', 'present', 'absent'], ['absent', 'absent', 'absent', 'present', 'absent'], ['absent', 'absent', 'absent', 'present', 'absent'], ['absent', 'absent', 'absent', 'absent', 'absent'], ['present', 'present', 'absent', 'present', 'absent']]"
manic,"['swish', 'azoic', 'panic', 'manic']","[['absent', 'absent', 'present', 'absent', 'absent'], ['present', 'absent', 'absent', 'correct', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
kelpy,"['looks', 'baulk', 'klieg', 'kelpy']","[['present', 'absent', 'absent', 'present', 'absent'], ['absent', 'absent', 'absent', 'present', 'present'], ['correct', 'present', 'absent', 'present', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
tacks,"['flits', 'toons', 'tucks', 'tacks']","[['absent', 'absent', 'absent', 'present', 'correct'], ['correct', 'absent', 'absent', 'absent', 'correct'], ['correct', 'absent', 'correct', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
quest,"['stare', 'tines', 'pesto', 'blest', 'chest', 'quest']","[['present', 'present', 'absent', 'absent', 'present'], ['present', 'absent', 'absent', 'present', 'present'], ['absent', 'present', 'present', 'present', 'absent'], ['absent', 'absent', 'correct', 'correct', 'correct'], ['absent', 'absent', 'correct', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
grace,"['boffo', 'playa', 'shire', 'cults', 'huger', 'eaten']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'correct', 'absent', 'absent'], ['absent', 'absent', 'absent', 'present', 'correct'], ['present', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'present', 'present', 'present'], ['present', 'present', 'absent', 'absent', 'absent']]"
slash,"['jeeps', 'silky', 'shall', 'scold', 'scull', 'slash']","[['absent', 'absent', 'absent', 'absent', 'present'], ['correct', 'absent', 'present', 'absent', 'absent'], ['correct', 'present', 'correct', 'present', 'absent'], ['correct', 'absent', 'absent', 'present', 'absent'], ['correct', 'absent', 'absent', 'present', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
